did,r_type,r_name,r_character,myroom_move,r_rarity,t_normal_shout1,t_normal_shout2,t_good_shout1,t_good_shout2,t_best_shout1,t_best_shout2,t_normal_phrase1,t_normal_phrase2,t_normal_phrase3,t_good_phrase1,t_good_phrase2,t_good_phrase3,t_best_phrase1,t_best_phrase2,t_best_phrase3,t_lobby_touch1,t_lobby_touch2,t_lobby_touch3,t_lobby_touch4,t_forest_heart,t_party_in,t_party_out,t_lobby_induce,t_lobby_present,t_lobby_end,t_dragon_appear,lactea_sorrow,lactea_bye,lactea_farewell,mail_message,party_in_induce
120902,shootingstar,물 슈팅스타,쾌활함,fly_slow,legend,저리 꺼져!,이건 뜨거울거야!,우리 땅에서 나가라!,화룡의 브레스를 받아라!,내 가족은 내가 지킨다!,재로 만들어주겠어!,수상한 녀석이군. 넌 누구냐!,이 땅은 우리 일족의 보금자리다. 외부인은 들어올 수 없다.,우리는 가족이 가장 소중하다. 그 외는 누구도 믿을 수 없어.,우리는 역사와 전통을 중요시하는 긍지높은 일족이다.,"외부인의 도움은 필요없어. 지금까지도, 앞으로도.",도와주겠다는 말은 고맙지만 사양하겠다.,지금까지 우리가 너무 고리타분했던것 같군.,앞으로는 외부인과의 협력도 생각해 보겠다.,하지만 우리 가족을 건드리면 절대 용서하지 않을 거다.,우리가 살고 있는 곳이 여기보다는 좋아.,우리 애들 좀 봐. 귀엽지?,외부인의 마을은 익숙하지 않다.,여기에 적이 숨어 있는것은 아니지?,여기는 편한 곳이군. 고맙다.,내가 너희를 지켜줄께.,아이들이나 돌봐야 겠군.,이거 가져갈래?,우리 아이가 싫다고 해서 말이지.,더는 없어,,,,,,
120903,shootingstar,불 슈팅스타,쾌활함,fly_slow,legend,저리 꺼져!,이건 뜨거울거야!,우리 땅에서 나가라!,화룡의 브레스를 받아라!,내 가족은 내가 지킨다!,재로 만들어주겠어!,수상한 녀석이군. 넌 누구냐!,이 땅은 우리 일족의 보금자리다. 외부인은 들어올 수 없다.,우리는 가족이 가장 소중하다. 그 외는 누구도 믿을 수 없어.,우리는 역사와 전통을 중요시하는 긍지높은 일족이다.,"외부인의 도움은 필요없어. 지금까지도, 앞으로도.",도와주겠다는 말은 고맙지만 사양하겠다.,지금까지 우리가 너무 고리타분했던것 같군.,앞으로는 외부인과의 협력도 생각해 보겠다.,하지만 우리 가족을 건드리면 절대 용서하지 않을 거다.,우리가 살고 있는 곳이 여기보다는 좋아.,우리 애들 좀 봐. 귀엽지?,외부인의 마을은 익숙하지 않다.,여기에 적이 숨어 있는것은 아니지?,여기는 편한 곳이군. 고맙다.,내가 너희를 지켜줄께.,아이들이나 돌봐야 겠군.,이거 가져갈래?,우리 아이가 싫다고 해서 말이지.,더는 없어,,,,,,
120904,shootingstar,빛 슈팅스타,쾌활함,fly_slow,legend,저리 꺼져!,이건 뜨거울거야!,우리 땅에서 나가라!,화룡의 브레스를 받아라!,내 가족은 내가 지킨다!,재로 만들어주겠어!,수상한 녀석이군. 넌 누구냐!,이 땅은 우리 일족의 보금자리다. 외부인은 들어올 수 없다.,우리는 가족이 가장 소중하다. 그 외는 누구도 믿을 수 없어.,우리는 역사와 전통을 중요시하는 긍지높은 일족이다.,"외부인의 도움은 필요없어. 지금까지도, 앞으로도.",도와주겠다는 말은 고맙지만 사양하겠다.,지금까지 우리가 너무 고리타분했던것 같군.,앞으로는 외부인과의 협력도 생각해 보겠다.,하지만 우리 가족을 건드리면 절대 용서하지 않을 거다.,우리가 살고 있는 곳이 여기보다는 좋아.,우리 애들 좀 봐. 귀엽지?,외부인의 마을은 익숙하지 않다.,여기에 적이 숨어 있는것은 아니지?,여기는 편한 곳이군. 고맙다.,내가 너희를 지켜줄께.,아이들이나 돌봐야 겠군.,이거 가져갈래?,우리 아이가 싫다고 해서 말이지.,더는 없어,,,,,,
121001,solar,땅 솔라,쾌활함,fly_slow,legend,작렬하는 태양!,눈 멀어도 책임안진다!,이걸 견딜 수 있을까?,눈 감는게 좋을거야!,태양 맛 좀 볼래?,녹여버릴 거야!,넌 태양의 힘을 믿어?,태양은 모든 세계의 생명의 원천이야.,태양이 없으면 하루도 살지 못할거야.,뭐? 어둠의 세력이 우리를 노리고 있다고?,오래 전부터 어둠의 세력은 태양의 힘을 호시탐탐 노렸지.,그들에게 우리의 힘을 빼앗길 수는 없어!,걱정 마! 태양의 힘과 함께라면 두려울 건 없어.,내 빛으로 너희 모두를 지켜주겠어.,함께 만물에게 빛을 전해주자. 테이머!,태양~태양~녹는다~,여기는 너무 어두운것 같은데?,더 밝은 빛이 필요해.,나를 간절히 찾는 테이머가 있다는데?,오늘도 태양이 숲을 키웠어.,태양의 힘과 함께!,눈앞이 깜깜해졌어.,태양의 선물을 받을래?,태양의 은총이야.,내일 뜰 태양을 기다려.,,,,,,
121002,solar,물 솔라,쾌활함,fly_slow,legend,작렬하는 태양!,눈 멀어도 책임안진다!,이걸 견딜 수 있을까?,눈 감는게 좋을거야!,태양 맛 좀 볼래?,녹여버릴 거야!,넌 태양의 힘을 믿어?,태양은 모든 세계의 생명의 원천이야.,태양이 없으면 하루도 살지 못할거야.,뭐? 어둠의 세력이 우리를 노리고 있다고?,오래 전부터 어둠의 세력은 태양의 힘을 호시탐탐 노렸지.,그들에게 우리의 힘을 빼앗길 수는 없어!,걱정 마! 태양의 힘과 함께라면 두려울 건 없어.,내 빛으로 너희 모두를 지켜주겠어.,함께 만물에게 빛을 전해주자. 테이머!,태양~태양~녹는다~,여기는 너무 어두운것 같은데?,더 밝은 빛이 필요해.,나를 간절히 찾는 테이머가 있다는데?,오늘도 태양이 숲을 키웠어.,태양의 힘과 함께!,눈앞이 깜깜해졌어.,태양의 선물을 받을래?,태양의 은총이야.,내일 뜰 태양을 기다려.,,,,,,
121003,solar,불 솔라,쾌활함,fly_slow,legend,작렬하는 태양!,눈 멀어도 책임안진다!,이걸 견딜 수 있을까?,눈 감는게 좋을거야!,태양 맛 좀 볼래?,녹여버릴 거야!,넌 태양의 힘을 믿어?,태양은 모든 세계의 생명의 원천이야.,태양이 없으면 하루도 살지 못할거야.,뭐? 어둠의 세력이 우리를 노리고 있다고?,오래 전부터 어둠의 세력은 태양의 힘을 호시탐탐 노렸지.,그들에게 우리의 힘을 빼앗길 수는 없어!,걱정 마! 태양의 힘과 함께라면 두려울 건 없어.,내 빛으로 너희 모두를 지켜주겠어.,함께 만물에게 빛을 전해주자. 테이머!,태양~태양~녹는다~,여기는 너무 어두운것 같은데?,더 밝은 빛이 필요해.,나를 간절히 찾는 테이머가 있다는데?,오늘도 태양이 숲을 키웠어.,태양의 힘과 함께!,눈앞이 깜깜해졌어.,태양의 선물을 받을래?,태양의 은총이야.,내일 뜰 태양을 기다려.,,,,,,
121004,solar,빛 솔라,쾌활함,fly_slow,legend,작렬하는 태양!,눈 멀어도 책임안진다!,이걸 견딜 수 있을까?,눈 감는게 좋을거야!,태양 맛 좀 볼래?,녹여버릴 거야!,넌 태양의 힘을 믿어?,태양은 모든 세계의 생명의 원천이야.,태양이 없으면 하루도 살지 못할거야.,뭐? 어둠의 세력이 우리를 노리고 있다고?,오래 전부터 어둠의 세력은 태양의 힘을 호시탐탐 노렸지.,그들에게 우리의 힘을 빼앗길 수는 없어!,걱정 마! 태양의 힘과 함께라면 두려울 건 없어.,내 빛으로 너희 모두를 지켜주겠어.,함께 만물에게 빛을 전해주자. 테이머!,태양~태양~녹는다~,여기는 너무 어두운것 같은데?,더 밝은 빛이 필요해.,나를 간절히 찾는 테이머가 있다는데?,오늘도 태양이 숲을 키웠어.,태양의 힘과 함께!,눈앞이 깜깜해졌어.,태양의 선물을 받을래?,태양의 은총이야.,내일 뜰 태양을 기다려.,,,,,,
121011,enix,땅 에닉스,고고함,fly_slow,legend,아직 쓰러질 때가 아니다.,숲의 힘과 함께!,여기서 끝날 수 없다.,대지의 보호와 함께!,내가 지켜주겠다.,생명의 근원과 함께!,숲에 온 것을 환영한다. 낮선 자여.,이 숲의 정기가 느껴지는가?,나의 모든 힘은 이 숲과 대지가 근원이다.,그대는 이 숲에 대해서 좀 더 이해하는게 필요할것 같군.,"숲, 대지, 나아가서는 이 자연과 하나가 되는 것이 중요해.",두려워 하지 마. 내가 지켜봐 줄 테니까.,그대도 드디어 숲과 하나가 된 것 같군.,무한한 생명의 힘이 느껴지는가? 그 모두가 그대의 힘이야.,수호자의 이름으로 그대를 지켜주겠네.,내가 바로 숲이고 대지이다.,내 뿔은 녹용이 아니다.,좀 더 숲이 많은 곳으로 데려다 주겠나?,"여기는 평화롭지만, 좀 갑갑한 곳이군.",잘 가꾸어진 숲이군. 만족한다.,숲과 대지가 함께 한다.,숲으로 돌아가겠네.,"자, 선물을 준비했다.",지금까지 함께 해준 보답이다.,앞으로도 잘 부탁한다.,,,,,,
121012,enix,물 에닉스,고고함,fly_slow,legend,아직 쓰러질 때가 아니다.,숲의 힘과 함께!,여기서 끝날 수 없다.,대지의 보호와 함께!,내가 지켜주겠다.,생명의 근원과 함께!,숲에 온 것을 환영한다. 낮선 자여.,이 숲의 정기가 느껴지는가?,나의 모든 힘은 이 숲과 대지가 근원이다.,그대는 이 숲에 대해서 좀 더 이해하는게 필요할것 같군.,"숲, 대지, 나아가서는 이 자연과 하나가 되는 것이 중요해.",두려워 하지 마. 내가 지켜봐 줄 테니까.,그대도 드디어 숲과 하나가 된 것 같군.,무한한 생명의 힘이 느껴지는가? 그 모두가 그대의 힘이야.,수호자의 이름으로 그대를 지켜주겠네.,내가 바로 숲이고 대지이다.,내 뿔은 녹용이 아니다.,좀 더 숲이 많은 곳으로 데려다 주겠나?,"여기는 평화롭지만, 좀 갑갑한 곳이군.",잘 가꾸어진 숲이군. 만족한다.,숲과 대지가 함께 한다.,숲으로 돌아가겠네.,"자, 선물을 준비했다.",지금까지 함께 해준 보답이다.,앞으로도 잘 부탁한다.,,,,,,
121013,enix,불 에닉스,고고함,fly_slow,legend,아직 쓰러질 때가 아니다.,숲의 힘과 함께!,여기서 끝날 수 없다.,대지의 보호와 함께!,내가 지켜주겠다.,생명의 근원과 함께!,숲에 온 것을 환영한다. 낮선 자여.,이 숲의 정기가 느껴지는가?,나의 모든 힘은 이 숲과 대지가 근원이다.,그대는 이 숲에 대해서 좀 더 이해하는게 필요할것 같군.,"숲, 대지, 나아가서는 이 자연과 하나가 되는 것이 중요해.",두려워 하지 마. 내가 지켜봐 줄 테니까.,그대도 드디어 숲과 하나가 된 것 같군.,무한한 생명의 힘이 느껴지는가? 그 모두가 그대의 힘이야.,수호자의 이름으로 그대를 지켜주겠네.,내가 바로 숲이고 대지이다.,내 뿔은 녹용이 아니다.,좀 더 숲이 많은 곳으로 데려다 주겠나?,"여기는 평화롭지만, 좀 갑갑한 곳이군.",잘 가꾸어진 숲이군. 만족한다.,숲과 대지가 함께 한다.,숲으로 돌아가겠네.,"자, 선물을 준비했다.",지금까지 함께 해준 보답이다.,앞으로도 잘 부탁한다.,,,,,,
121015,enix,어둠 에닉스,고고함,fly_slow,legend,아직 쓰러질 때가 아니다.,숲의 힘과 함께!,여기서 끝날 수 없다.,대지의 보호와 함께!,내가 지켜주겠다.,생명의 근원과 함께!,숲에 온 것을 환영한다. 낮선 자여.,이 숲의 정기가 느껴지는가?,나의 모든 힘은 이 숲과 대지가 근원이다.,그대는 이 숲에 대해서 좀 더 이해하는게 필요할것 같군.,"숲, 대지, 나아가서는 이 자연과 하나가 되는 것이 중요해.",두려워 하지 마. 내가 지켜봐 줄 테니까.,그대도 드디어 숲과 하나가 된 것 같군.,무한한 생명의 힘이 느껴지는가? 그 모두가 그대의 힘이야.,수호자의 이름으로 그대를 지켜주겠네.,내가 바로 숲이고 대지이다.,내 뿔은 녹용이 아니다.,좀 더 숲이 많은 곳으로 데려다 주겠나?,"여기는 평화롭지만, 좀 갑갑한 곳이군.",잘 가꾸어진 숲이군. 만족한다.,숲과 대지가 함께 한다.,숲으로 돌아가겠네.,"자, 선물을 준비했다.",지금까지 함께 해준 보답이다.,앞으로도 잘 부탁한다.,,,,,,
121021,mellowdragon,땅 멜로우드래곤,쾌활함,fly_slow,legend,"목표 조준, 발사!",필살기 발동!,이걸 피할 수 있을까?,초필살기 발동!,내 컨트롤을 보여주지!,궁극기 발동!,"이봐 너, 나 좀 도와주지 않겠나?",새로운 발명을 하려는데 재료가 부족해서 말이지...,찾아만 준다면 보상은 두둑히 해 주지.,재료를 찾아왔다고? 고맙군.,보상으로 내가 만들 발명품을 보여 주겠어.,빨리 와. 함께 연구소로 가자!,"어때? 나의 새로운 발명품, 멋지지?",이걸로 악당들을 모두 쓸어버려 주겠어.,이 기계만 있으면 우리는 무적이야!,"말 걸지 마, 지금 연구 중이야.",내 기술이 너프되지는 않겠지?,내 실력은 밸런스 파괴 급이지.,내 컨트롤은 세계 최강이지.,휴식을 해야 머리도 잘 도는 법이지.,전투를 하면 이겨야지!,벌써 게임 끝이야?,오늘의 보상이 도착했어.,보상을 증정해 주지.,아직 쿨타임이 남았어.,,,,,,
121022,mellowdragon,물 멜로우드래곤,쾌활함,fly_slow,legend,"목표 조준, 발사!",필살기 발동!,이걸 피할 수 있을까?,초필살기 발동!,내 컨트롤을 보여주지!,비장의 기술 발동!,"이봐 너, 나 좀 도와주지 않겠나?",새로운 발명을 하려는데 재료가 부족해서 말이지...,찾아만 준다면 보상은 두둑히 해 주지.,재료를 찾아왔다고? 고맙군.,보상으로 내가 만들 발명품을 보여 주겠어.,빨리 와. 함께 연구소로 가자!,"어때? 나의 새로운 발명품, 멋지지?",이걸로 악당들을 모두 쓸어버려 주겠어.,이 기계만 있으면 우리는 무적이야!,"말 걸지 마, 지금 연구 중이야.",내 기술이 너프되지는 않겠지?,내 실력은 밸런스 파괴 급이지.,내 컨트롤은 세계 최강이지.,휴식을 해야 머리도 잘 도는 법이지.,전투를 하면 이겨야지!,벌써 게임 끝이야?,오늘의 보상이 도착했어.,보상을 증정해 주지.,아직 쿨타임이 남았어.,,,,,,
121023,mellowdragon,불 멜로우드래곤,쾌활함,fly_slow,legend,"목표 조준, 발사!",필살기 발동!,이걸 피할 수 있을까?,초필살기 발동!,내 컨트롤을 보여주지!,최강의 기술 발동!,"이봐 너, 나 좀 도와주지 않겠나?",새로운 발명을 하려는데 재료가 부족해서 말이지...,찾아만 준다면 보상은 두둑히 해 주지.,재료를 찾아왔다고? 고맙군.,보상으로 내가 만들 발명품을 보여 주겠어.,빨리 와. 함께 연구소로 가자!,"어때? 나의 새로운 발명품, 멋지지?",이걸로 악당들을 모두 쓸어버려 주겠어.,이 기계만 있으면 우리는 무적이야!,"말 걸지 마, 지금 연구 중이야.",내 기술이 너프되지는 않겠지?,내 실력은 밸런스 파괴 급이지.,내 컨트롤은 세계 최강이지.,휴식을 해야 머리도 잘 도는 법이지.,전투를 하면 이겨야지!,벌써 게임 끝이야?,오늘의 보상이 도착했어.,보상을 증정해 주지.,아직 쿨타임이 남았어.,,,,,,
121024,mellowdragon,빛 멜로우드래곤,쾌활함,fly_slow,legend,"목표 조준, 발사!",필살기 발동!,이걸 피할 수 있을까?,초필살기 발동!,내 컨트롤을 보여주지!,빛의 광선 발동!,"이봐 너, 나 좀 도와주지 않겠나?",새로운 발명을 하려는데 재료가 부족해서 말이지...,찾아만 준다면 보상은 두둑히 해 주지.,재료를 찾아왔다고? 고맙군.,보상으로 내가 만들 발명품을 보여 주겠어.,빨리 와. 함께 연구소로 가자!,"어때? 나의 새로운 발명품, 멋지지?",이걸로 악당들을 모두 쓸어버려 주겠어.,이 기계만 있으면 우리는 무적이야!,"말 걸지 마, 지금 연구 중이야.",내 기술이 너프되지는 않겠지?,내 실력은 밸런스 파괴 급이지.,내 컨트롤은 세계 최강이지.,휴식을 해야 머리도 잘 도는 법이지.,전투를 하면 이겨야지!,벌써 게임 끝이야?,오늘의 보상이 도착했어.,보상을 증정해 주지.,아직 쿨타임이 남았어.,,,,,,
121025,mellowdragon,어둠 멜로우드래곤,쾌활함,fly_slow,legend,"목표 조준, 발사!",필살기 발동!,이걸 피할 수 있을까?,초필살기 발동!,내 컨트롤을 보여주지!,암흑의 기술 발동!,"이봐 너, 나 좀 도와주지 않겠나?",새로운 발명을 하려는데 재료가 부족해서 말이지...,찾아만 준다면 보상은 두둑히 해 주지.,재료를 찾아왔다고? 고맙군.,보상으로 내가 만들 발명품을 보여 주겠어.,빨리 와. 함께 연구소로 가자!,"어때? 나의 새로운 발명품, 멋지지?",이걸로 악당들을 모두 쓸어버려 주겠어.,이 기계만 있으면 우리는 무적이야!,"말 걸지 마, 지금 연구 중이야.",내 기술이 너프되지는 않겠지?,내 실력은 밸런스 파괴 급이지.,내 컨트롤은 세계 최강이지.,휴식을 해야 머리도 잘 도는 법이지.,전투를 하면 이겨야지!,벌써 게임 끝이야?,오늘의 보상이 도착했어.,보상을 증정해 주지.,아직 쿨타임이 남았어.,,,,,,
121031,rorolly,땅 로롤리,쾌활함,fly_slow,legend,사탕 받아요!,달콤한 이 맛!,당분이 필요해!,달달한 이 맛!,아침에는 사탕!,먹다가 죽어도 모를 맛!,내 사탕을 먹으러 온 거야?,아무한테도 안줄거야!,이 사탕은 내꺼야!,뭐? 사탕을 선물해 주겠다고?,고마워. 맛있게 먹을께!,넌 참 좋은 친구구나!,앞으로는 사탕 같이 나눠먹자.,어때? 내 사탕이 제일 맛있지?,너무 달콤해서 행복해~,내 몸은 사탕으로 되어있어.,당분이 부족해!,여기는 사탕 안팔아?,사탕이 없다면 하루도 살지 못할거야.,나를 사탕이 있는 곳으로 데려다 줘!,사탕의 힘!,당분이 부족하다~,이건 뭐지? 사탕인가?,사탕이 아니구나. 너 줄께.,사탕을 찾으면 같이 먹자.,,,,,,
121033,rorolly,불 로롤리,쾌활함,fly_slow,legend,사탕 받아요!,달콤한 이 맛!,당분이 필요해!,달달한 이 맛!,점심에는 사탕!,먹다가 죽어도 모를 맛!,내 사탕을 먹으러 온 거야?,아무한테도 안줄거야!,이 사탕은 내꺼야!,뭐? 사탕을 선물해 주겠다고?,고마워. 맛있게 먹을께!,넌 참 좋은 친구구나!,앞으로는 사탕 같이 나눠먹자.,어때? 내 사탕이 제일 맛있지?,너무 달콤해서 행복해~,내 몸은 사탕으로 되어있어.,당분이 부족해!,여기는 사탕 안팔아?,사탕이 없다면 하루도 살지 못할거야.,나를 사탕이 있는 곳으로 데려다 줘!,사탕의 힘!,당분이 부족하다~,이건 뭐지? 사탕인가?,사탕이 아니구나. 너 줄께.,사탕을 찾으면 같이 먹자.,,,,,,
121035,rorolly,어둠 로롤리,쾌활함,fly_slow,legend,사탕 받아요!,달콤한 이 맛!,당분이 필요해!,달달한 이 맛!,저녁에는 사탕!,먹다가 죽어도 모를 맛!,내 사탕을 먹으러 온 거야?,아무한테도 안줄거야!,이 사탕은 내꺼야!,뭐? 사탕을 선물해 주겠다고?,고마워. 맛있게 먹을께!,넌 참 좋은 친구구나!,앞으로는 사탕 같이 나눠먹자.,어때? 내 사탕이 제일 맛있지?,너무 달콤해서 행복해~,내 몸은 사탕으로 되어있어.,당분이 부족해!,여기는 사탕 안팔아?,사탕이 없다면 하루도 살지 못할거야.,나를 사탕이 있는 곳으로 데려다 줘!,사탕의 힘!,당분이 부족하다~,이건 뭐지? 사탕인가?,사탕이 아니구나. 너 줄께.,사탕을 찾으면 같이 먹자.,,,,,,
121041,gale,땅 게일드래곤,장난기가 심함,fly_slow,legend,약오르지?,나 여기있어!,나를 잡지 못할거야!,깜짝 놀랐지?,나 잡아 봐라!,다음 목표는...너다!,얍! 깜짝 놀랐지?,어디 숨어있었냐고? 바로 네 그림자 아래였지.,어때? 내가 숨은 것 눈치채지 못했지?,나를 한번 찾아볼래?,내가 한번 숨으면 아무도 찾지 못할 거야.,이 세상의 모든 그림자가 내 편이야.,어떻게 날 찾았지? 암튼 즐거웠어.,같이 놀아줘서 고마워!,다음에는 들키지 않을 거야!,우리 숨바꼭질 하자.,저기 있는 아이들하고 같이 놀자.,더 이상 장난 안칠테니 같이 놀자.,여기는 숨을 곳이 많은데?,여기는 놀 곳이 많아서 즐거워.,이번에는 어디 숨어볼까?,벌써 끝난 거야? 시시해.,놀아줘서 고마워.,이건 놀아준 보답이야.,다음에 또 놀자!,,,,,,
121042,gale,물 게일드래곤,장난기가 심함,fly_slow,legend,약오르지?,나 여기있어!,나를 잡지 못할거야!,깜짝 놀랐지?,나 잡아 봐라!,다음 목표는...너다!,얍! 깜짝 놀랐지?,어디 숨어있었냐고? 바로 네 그림자 아래였지.,어때? 내가 숨은 것 눈치채지 못했지?,나를 한번 찾아볼래?,내가 한번 숨으면 아무도 찾지 못할 거야.,이 세상의 모든 그림자가 내 편이야.,어떻게 날 찾았지? 암튼 즐거웠어.,같이 놀아줘서 고마워!,다음에는 들키지 않을 거야!,우리 숨바꼭질 하자.,저기 있는 아이들하고 같이 놀자.,더 이상 장난 안칠테니 같이 놀자.,여기는 숨을 곳이 많은데?,여기는 놀 곳이 많아서 즐거워.,이번에는 어디 숨어볼까?,벌써 끝난 거야? 시시해.,놀아줘서 고마워.,이건 놀아준 보답이야.,다음에 또 놀자!,,,,,,
121043,gale,불 게일드래곤,장난기가 심함,fly_slow,legend,약오르지?,나 여기있어!,나를 잡지 못할거야!,깜짝 놀랐지?,나 잡아 봐라!,다음 목표는...너다!,얍! 깜짝 놀랐지?,어디 숨어있었냐고? 바로 네 그림자 아래였지.,어때? 내가 숨은 것 눈치채지 못했지?,나를 한번 찾아볼래?,내가 한번 숨으면 아무도 찾지 못할 거야.,이 세상의 모든 그림자가 내 편이야.,어떻게 날 찾았지? 암튼 즐거웠어.,같이 놀아줘서 고마워!,다음에는 들키지 않을 거야!,우리 숨바꼭질 하자.,저기 있는 아이들하고 같이 놀자.,더 이상 장난 안칠테니 같이 놀자.,여기는 숨을 곳이 많은데?,여기는 놀 곳이 많아서 즐거워.,이번에는 어디 숨어볼까?,벌써 끝난 거야? 시시해.,놀아줘서 고마워.,이건 놀아준 보답이야.,다음에 또 놀자!,,,,,,
121045,gale,어둠 게일드래곤,장난기가 심함,fly_slow,legend,약오르지?,나 여기있어!,나를 잡지 못할거야!,깜짝 놀랐지?,나 잡아 봐라!,다음 목표는...너다!,얍! 깜짝 놀랐지?,어디 숨어있었냐고? 바로 네 그림자 아래였지.,어때? 내가 숨은 것 눈치채지 못했지?,나를 한번 찾아볼래?,내가 한번 숨으면 아무도 찾지 못할 거야.,이 세상의 모든 그림자가 내 편이야.,어떻게 날 찾았지? 암튼 즐거웠어.,같이 놀아줘서 고마워!,다음에는 들키지 않을 거야!,우리 숨바꼭질 하자.,저기 있는 아이들하고 같이 놀자.,더 이상 장난 안칠테니 같이 놀자.,여기는 숨을 곳이 많은데?,여기는 놀 곳이 많아서 즐거워.,이번에는 어디 숨어볼까?,벌써 끝난 거야? 시시해.,놀아줘서 고마워.,이건 놀아준 보답이야.,다음에 또 놀자!,,,,,,
121051,zephyros,땅 제피로스,고고함,fly_slow,legend,바람의 마력!,떨어져라!,날려버리겠다!,어딜 감히!,모든 힘을 하나로!,바람의 힘을 얕보지 마라!,"이런 곳에 인간이 오다니, 오래 살고 볼 일이군.",나를 찾으러 이런 높은 곳까지 올라온 건가?,"대단하군, 그 노력만은 인정해 주겠다.",우리는 바람과 함께 하는 고고한 종족.,다른 이와 함께 하는 것은 정중하게 사양하겠다.,"바람의 신에게 인정받는다면 이야기가 다르겠지만,",너의 노력에 감탄했다. 인간도 얕봐서는 안되겠군.,이제부터는 내가 힘을 빌려주겠다. 언제든지 불러다오.,바람과 신의 가호가 널 이끌 것이다.,사람이 많은 곳은 익숙하지 않다.,나를 창공으로 데려다주지 않겠나?,땅에 가까이 있으니 적응이 되지 않는군.,추운 곳은 싫다.,여기는 따뜻하군. 편하게 쉬었다.,바람과 함께 한다.,구름 위로 떠난다.,지나가는 바람이 이런 것을 가져다 주었군.,너를 위한 것인것 같다. 받아라.,다음 바람은 언제 불까...,,,,,,
121053,zephyros,불 제피로스,고고함,fly_slow,legend,바람의 마력!,떨어져라!,날려버리겠다!,어딜 감히!,모든 힘을 하나로!,바람의 힘을 얕보지 마라!,"이런 곳에 인간이 오다니, 오래 살고 볼 일이군.",나를 찾으러 이런 높은 곳까지 올라온 건가?,"대단하군, 그 노력만은 인정해 주겠다.",우리는 바람과 함께 하는 고고한 종족.,다른 이와 함께 하는 것은 정중하게 사양하겠다.,"바람의 신에게 인정받는다면 이야기가 다르겠지만,",너의 노력에 감탄했다. 인간도 얕봐서는 안되겠군.,이제부터는 내가 힘을 빌려주겠다. 언제든지 불러다오.,바람과 신의 가호가 널 이끌 것이다.,사람이 많은 곳은 익숙하지 않다.,나를 창공으로 데려다주지 않겠나?,땅에 가까이 있으니 적응이 되지 않는군.,추운 곳은 싫다.,여기는 따뜻하군. 편하게 쉬었다.,바람과 함께 한다.,구름 위로 떠난다.,지나가는 바람이 이런 것을 가져다 주었군.,너를 위한 것인것 같다. 받아라.,다음 바람은 언제 불까...,,,,,,
121055,zephyros,어둠 제피로스,고고함,fly_slow,legend,바람의 마력!,떨어져라!,날려버리겠다!,어딜 감히!,모든 힘을 하나로!,바람의 힘을 얕보지 마라!,"이런 곳에 인간이 오다니, 오래 살고 볼 일이군.",나를 찾으러 이런 높은 곳까지 올라온 건가?,"대단하군, 그 노력만은 인정해 주겠다.",우리는 바람과 함께 하는 고고한 종족.,다른 이와 함께 하는 것은 정중하게 사양하겠다.,"바람의 신에게 인정받는다면 이야기가 다르겠지만,",너의 노력에 감탄했다. 인간도 얕봐서는 안되겠군.,이제부터는 내가 힘을 빌려주겠다. 언제든지 불러다오.,바람과 신의 가호가 널 이끌 것이다.,사람이 많은 곳은 익숙하지 않다.,나를 창공으로 데려다주지 않겠나?,땅에 가까이 있으니 적응이 되지 않는군.,추운 곳은 싫다.,여기는 따뜻하군. 편하게 쉬었다.,바람과 함께 한다.,구름 위로 떠난다.,지나가는 바람이 이런 것을 가져다 주었군.,너를 위한 것인것 같다. 받아라.,다음 바람은 언제 불까...,,,,,,
121064,manus,빛 마누스,고고함,fly_slow,legend,차원문 개방!,이 힘을 받아라.,문이여 열려라!,이제 기운이 넘칠 것이다.,차원의 문이 열린다!,이것이 마계의 힘이다.,마계의 왕자를 찾으러 여기까지 내려왔다.,그 녀석은 왕자라 불릴 자격도 없다.,규율을 어긴 자가 차기 마룡왕이 되어서는 안된다.,이 다리의 상처는 그 녀석에게 입은 것이다.,나는 그 녀석의 팔에 지울 수 없는 상처를 남겨 주었지.,다음에 녀석을 만나면 반드시 결판을 지을 것이다.,내 허락 없이 차원문을 통과할 수 없다.,규율을 어기고 문을 빠져나온 자에게는 엄벌이 있을 뿐.,내 반드시 그 녀석을 잡아 마계로 돌려 보낼 것이다.,달이 차오른다.,달은 떴는가?,달이 기울고 있다.,달의 뒷편에 무엇이 있는지 아는가?,마계의 에너지를 나누어 주겠다.,마계의 힘이 필요한가?,나를 이렇게 취급하다니. 오만하구나.,다른 차원에는 이런 물건도 있군.,내게는 필요없는 것이다. 받아라.,차원문은 함부로 열 수 없다.,,,,,,
